81.472,71.558,62.996,54.701,57.223,62.26,66.281,72.551,71.051,70.962
90.579,84.284,91.981,89.284,79.406,84.151,74.687,78.385,75.741,74.768
12.699,15.703,27.347,38.161,47.644,47.988,46.027,44.5,52.311,57.737
91.338,100,100,100,100,100,92.631,100,100,100
63.236,72.242,77.611,86.318,89.536,83.203,75.658,66.962,61.552,67.814
